SAMPLEID	NT_VERDY10	NT_VERDY11	NT_VERDY12	NT_VERDY13	NT_VERDY14	NT_VERDY15	NT_VERDY16	VERDY17	VERDY18	VERDY19	VERDY1	VERDY20	VERDY21	VERDY22	VERDY23	VERDY24	NT_VERDY25	NT_VERDY26	NT_VERDY27	NT_VERDY28	NT_VERDY29	VERDY2	NT_VERDY30	NT_VERDY31	NT_VERDY32	VERDY33	VERDY34	VERDY35	VERDY36	VERDY37	VERDY38	VERDY39	VERDY3	VERDY40	NT_VERDY41	VERDY42	NT_VERDY43	NT_VERDY44	NT_VERDY45	NT_VERDY46	NT_VERDY47	NT_VERDY48	VERDY49	VERDY4	VERDY50	VERDY51	VERDY52	VERDY53	VERDY54	VERDY55	VERDY56	NT_VERDY57	NT_VERDY58	NT_VERDY59	VERDY5	NT_VERDY60	NT_VERDY61	NT_VERDY62	NT_VERDY63	NT_VERDY64	VERDY65	VERDY66	VERDY67	VERDY68	VERDY69	VERDY6	VERDY70	VERDY71	VERDY72	NT_VERDY73	NT_VERDY74	NT_VERDY75	NT_VERDY76	NT_VERDY77	NT_VERDY78	NT_VERDY79	VERDY7	NT_VERDY80	VERDY8	VERDY9
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO212"	1.9157	0	0	0	0.00330579	0	0.00330579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165289
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO213"	2.4808	0	0.0033389	0	0	0	0.0033389	0	0	0	0	0	0	0	0	0	0.0033389	0	0	0	0	0.0066778	0	0	0	0.0033389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO216"	0.445561	0	0	0	0.00335008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO217"	0	0	0.0110701	0	0	0.180812	0	0	0	0	0	0	0	0	0	0.107011	0	0.00738007	0	0	0	0.00369004	0	0	0	0	0	0.110701	0	0	0	0	0	0	0.833948	0	0	0	0.00369004	0	0.0110701	0.00369004	0	0	0	0	0	0	0	0	0	0.0332103	0.00369004	0	0	0	0	0	0	0	0	0.0110701	0	0	0.00369004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO218"	0.56229	0	0.003367	0.003367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO259"	1.76819	0	0	0	0.00150038	0	0.00300075	0.00300075	0	0	0	0	0	0	0	0	0.00150038	0	0	0	0	0.00150038	0	0	0	0.00300075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300075	0	0	0	0	0	0	0	0	0.00150038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150038	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542056	0	0	0	0	0	0	0	0.00373832	0.011215	0.00373832	0	0.0299065	0	0	0	0	0	0	0	0	0	0.011215	0	0	0	0.100935	0	0.00747664	0	0	0	0	0	0.228037	0	0	0	0	0	0	0	0	0	0.0149533	0	0.0186916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvoviridae_Unclassified; Parvoviridae_Unclassified_Unclassified; NAO268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Human endogenous retrovirus K; unclassified RetroviridaeO270"	0	0	0	0	0	0	0	0.0163043	0.0326087	0	0.144022	0.0380435	0.0516304	0.080163	0.0815217	0	0	0	0	0	0	0	0.00815217	0	0	0.0353261	0.00271739	0.00271739	0.00815217	0.017663	0.00815217	0	0	0.0217391	0	0	0	0	0	0	0.0584239	0	0.0788043	0.00815217	0.076087	0.0543478	0	0	0.0380435	0	0	0	0	0	0.0625	0	0	0	0	0	0.0733696	0	0	0.122283	0.0108696	0.00543478	0	0	0	0	0	0	0	0	0	0	0.0163043	0	0.00815217	0.0244565
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified; Anelloviridae; Anelloviridae_Unclassified; Anelloviridae_Unclassified_Unclassified; NAO271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Gammapapillomavirus; Gammapapillomavirus sp.; unclassified GammapapillomavirusO273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177083	0	0	0	0	0	0.401042	0	0	0	0	0.0703125	0	0	0.00260417	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Autographiviridae; Autographiviridae_Unclassified; Providencia phage PSTCR2; unclassified StudiervirinaeO274"	0	0	0	0	0	0	0	0	0	0	0	0	0.00240964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144578	0	0	0	0	0.636145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totiviridae_Unclassified; Malassezia restricta virus MrV40L; unclassified TotiviridaeO276"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216685	0.00433369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615385	0	0	0.329361	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Derbicusvirus; Derbicusvirus_Unclassified; NAO277"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576799	0.730397	1.32546	8.21697	1.13963	1.26208	0.689581	0.24812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO242"	1.18826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518135
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO243"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28785	0	0.00373832	0	0	0	0	0	0	0	0	0	0.00747664	0	0	0	0	0	0	0	0.00373832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO244"	0.810526	0	0	0.00350877	0	0.00175439	0	0	0	0	0	0	0	0	0	0.00175439	0	0	0	0	0.00350877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Zierdtviridae; Ceetrepovirus; Ceetrepovirus_Unclassified; NAO245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00380952	0	0	0	0	0	0	0	0	0.00380952	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO246"	0.847426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO247"	0.722426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO248"	0.384473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO249"	0.220974	0	0	0	0	0.00374532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO250"	3.4728	0.00375235	0.00375235	0	0	0.00187617	0	0	0	0	0	0	0	0	0	0.105066	0	0.00187617	0.0375235	0	0.0600375	0	0	0	0.00187617	0.00375235	0	0.0131332	0	0	0	0	0	0	0.00375235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00938086	0.00375235	0	0.00562852	0	0	0	0.00187617	0	0	0.00750469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375235
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO251"	0.177358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343053	0	0	0	0	0.19554	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Siphoviridae_Unclassified_Unclassified; NAO253"	0.724008	0	0	0.00378072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Herelleviridae; Siophivirus; Siophivirus_Unclassified; NAO254"	0	0	0	0	0	0	0.00177936	0	0	0	0.120996	0	0	0	0.00711744	9.09964	1.2847	7.82384	2.36299	0.535587	7.30605	0	0.626335	0.535587	0.407473	0.763345	3.48932	2.20996	0.747331	0.560498	0.709964	0.825623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088968	3.82028	0.186833	0.539146	1.78292	0	0.448399	0.179715	0.33452	0.0569395	0	0	0.00355872	0	0.00177936	0	0	0.00177936	3.50712	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Streptococcus phage phi-SsuSSJ28_rum; unclassified SiphoviridaeO291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188147	0	0	0	0	0	0	0	0	0.00188147	0	0	0	0	0	0	0	0	0.404516	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus; Iflavirus_Unclassified; NAO295"	0	0	0	0	0	0	0	0.00163934	0	0	0	0	0	0	0	0	0.00163934	0	0	0	0	0.00163934	0	0	0	0.00327869	0	0	0	0	0	0	0	0.00163934	0.918033	0	0	0	0.00163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO303"	0	0	0	0.010929	0	0	0.00364299	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291439	0	0	0	0	0	0	0	0	0	0	0	0	0.0127505	0.00546448	0.00364299	0.225865	0	0.00182149	0	0	0.0218579	0	0.00364299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728597	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO304"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574545	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Pahexavirus; Pahexavirus_Unclassified; NAO308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00918836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totiviridae_Unclassified; Malassezia restricta virus MrV40L; unclassified TotiviridaeO309"	0.00303951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0972644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0577508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Papillomaviridae_Unclassified; Papillomaviridae_Unclassified_Unclassified; NAO311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Papillomaviridae_Unclassified; Papillomaviridae_Unclassified_Unclassified; NAO312"	0	0	0	0	0	0	0	0	0	0.00557103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278552	0.0640669	0	0	0.0334262	0	0	0.462396	0	0	0	0	0.21727	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152866	0.0687898	0	0	0	0	0	0	0.0254777	0	0.0420382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254777	0	0	0	0	0	0	0	0.00509554	0	0	0	0	0	0	0	0	0.0101911	0	0.00254777	0	0.242038	0	0.00764331	0	0	0	0.0101911	0	0.00509554	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Autographiviridae; Autographiviridae_Unclassified; Autographiviridae_Unclassified_Unclassified; NAO314"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO316"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00356295	0.00118765	0	0	0	0.0688836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Human endogenous retrovirus K; unclassified RetroviridaeO320"	0	0	0	0	0	0	0	0.0524194	0.0342742	0.00302419	0.179435	0.0423387	0.0544355	0.0342742	0.0655242	0.0181452	0	0	0	0	0	0.0342742	0.0131048	0	0	0.0403226	0.00403226	0.0342742	0.00302419	0.0241935	0.0403226	0	0	0.0100806	0	0	0.00201613	0	0	0	0.0635081	0	0.143145	0.0443548	0.143145	0.0887097	0	0.0362903	0.0423387	0.00201613	0	0	0	0	0.0322581	0	0	0	0	0.00201613	0.0604839	0.00604839	0.0141129	0.139113	0.0100806	0.0100806	0	0	0	0	0	0	0	0	0	0	0.0241935	0	0.0181452	0.0564516
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO278"	1.32827	0	0	0	0	0	0	0.00379507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00379507	0	0	0	0.00379507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035524	0	0	0	0	0	0	0	0	1.59147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO281"	2.73218	0.00770713	0	0	0	0.00770713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00770713	0	0	0	0	0	0	0	0	0.00385356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385356	0	0	0	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; NAO282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO283"	2.81128	0	0	0	0	0	0.0077821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077821	0	0	0	0	0	0	0	0	0	0	0	0	0.00389105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00389105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO285"	0.692759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00782779	0	0	0	0	0	0	0	0	0.00391389	0	0	0	0	0	0	0	0	0	0
