SAMPLEID	VERDY19	Plrevelo.MOCKZYMO	Plrevelo.NT4	VERDY5	Plrevelo.NT2	VERDY2	VERDY55	ED	VERDY24	VERDY20	VERDY21	VERDY8	VERDY7	VERDY39	VERDY51	VERDY35	VERDY38	VERDY65	VERDY66	VERDY52	VERDY54	VERDY4	VERDY23	VERDY53	Plrevelo.IV01IV	Plrevelo.TLIB2	VERDY40	VERDY33	VERDY9	Plrevelo.TLIB1	VERDY6	Plrevelo.NT1	VERDY17	VERDY34	VERDY36	VERDY3	VERDY18	FMR	VERDY49	Plrevelo.NT5	Plrevelo.NT3	VERDY37
Pusillimonas sp. T7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879	0	0	0	0	1.2942	0	0	0	0	0	0	0
Pycnacronema caatingensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9126	0	0	0	0	0	0	0	0	0	0
Qipengyuania flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0218	0	0	0	0	0.2241	0	0	0	0	0	0	0	0	0	0	0	0.3026	1.7256	0	0	0	0	0.0988	0.1099	0
Qipengyuania spongiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella aquatilis	876.165	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Rahnella bonaserana	7.5113	0	0	5.0868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella inusitata	40.2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4159	0	0	0	0	0	0
Rahnella sikkimica	69.0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia insidiosa	50.8579	25.5527	38.147	87.928	86.3716	79.406	67.9715	8.5705	67.8043	70.3777	0.8905	15.826	2.8554	21.8958	2.8259	2.7525	0.4644	0.7878	0.048	4.0936	27.2712	4.9307	3.9128	16.8475	2.9675	3.2548	42.7724	9.1823	52.7245	3.1639	4.0028	534.344	11.0457	147.207	47.023	96.4971	5.5316	0	0.9569	498.427	50.5439	43.101
Ralstonia mannitolilytica	24.5683	0	4.1882	0	0	0.7527	0.4371	0.4945	0	3.9836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4812	0	0	0	0	0	0	0	0	0	0	0.208	0	1.3957	0.1196	0.0988	0.4395	0.1491
Ralstonia pickettii	1.0954	0	7.5841	41.4206	7.0652	0.5645	81.1942	3.7908	15.9916	1.3279	1.7811	0.2752	0	0	0	0	0.0929	0	0	1.3025	0.2549	0.2241	1.8059	0.5809	105.466	9.7645	7.5887	0	48.1397	0.8789	0.8006	61.5221	0.4602	1.2103	0.4314	27.6597	3.9512	0	0.1196	2.5692	54.3897	16.2561
Ralstonia pseudosolanacearum	1.2519	0	0.2264	0.3633	1.413	0	6.9939	0	0	0	0	0	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0.3026	0	0	0	0.0997	0	0.0988	1.2087	0
Ralstonia solanacearum	3.1297	0.2366	0	0.7267	13.2472	0.1882	0.1093	0.3296	0	0	0.8905	0.9633	0	0	0.8074	0	0	0	0	0	0	0	0.301	0	0	0.5139	3.4494	0	0	0.1758	0	0.6913	0.2301	0	0	0.208	1.9756	20.836	0	0.2964	3.2963	0
Ralstonia sp.	0	0	0.1132	0	0	0	0.5464	0.3296	0	5.9755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0.1513	0	0.208	1.5805	0.0997	0	0.1976	0.7691	0
Ralstonia sp. ALBL_220	0	0	0	0	1.9429	0	1.8577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia wenshanensis	0	0	1.3584	0	0	0.5645	0	0.1648	0	0.6639	0	0	0	0	0	0	0	0	0	0	0	0.2241	0	0	19.4892	0.4283	0	0	0	0	0	0	0	0	0.8628	0.4159	0	0	0	0	0.2198	0.2983
Ramlibacter tataouinensis	0	0	0	0	0	0	0	0	0	0	1.4842	0	0	0	0	0	0	0	0	0	0	0.4482	0	0	0	0.257	0	0	0	0	0	0	0.4602	0	0	0	0	0.1994	0	0.1976	0.3296	0
Raoultella ornithinolytica	183.401	0.4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257	0	0	0	0.1758	0	0	0	0	0	0.208	0	0.7976	0	0	0	0
Raoultella planticola	612.955	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella terrigena	2069.21	0.1183	0.2264	0	0	0	0	0	0	0	0.8905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4178	0	0	0	0	0	0	0	0	0	0	0	0.1196	0	0.1099	0
Rathayibacter festucae	0	0	0.3396	19.6203	7.2418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7414	0	0	18.6762	0.5494	0
Reagent-associated lenti-like virus	0	0.1183	0.3396	0	0	0	0	0.6593	2.5587	0	0	0	0	0	0	0	1.3005	0	0	0	0	0	0	0.2905	10.8273	0	0	0	0	0	0	15.2077	0	0	0.4314	0	0	0.9969	0	8.3994	2.8568	0.4474
Rheinheimera mangrovi	4.3816	1.5379	0.3396	0	0	0	17.1568	0	0	5.3115	0	0	0	0.1431	0	0	0	0	0	0	0	0	0	0.2905	0	0.1713	0	0	0	0	0	0	0.2301	0	0	0	0	0	0.1196	0	0	0
Rheinheimera sp. D18	0	0	5.6598	0	0	0	0	0	0.6397	0	0	0	2.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheinheimera sp. MM224	6.103	0.7098	0.2264	0	0	0	0.1093	0	0	1.9918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium leguminosarum	2.1908	0	0	0	5.4755	0	0.3278	0	0	0.6639	1.1874	0.9633	0.4079	0	0	0	0	0	0	0	0	0	0	0	0.3208	0	0	0	0	0	0	0	0	0	0	0	3.1609	0	0	0	0	1.3423
Rhizobium oryzihabitans	0	0	0.3396	0	0.1766	0.4704	0.1093	0	0	14.6067	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0.1758	0	0	0	0	0	0.4159	0	0.0997	0	0.0988	0.6593	0
Rhizobium phaseoli	0.6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0.1491
Rhizobium sp. NIBRBAC000502774	0	0	0	0	0	0	0	0.3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0397	0	0	0	0	0	0	0
Rhizobium sp. S41	0	0	0.1132	0	17.3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. WL3	14.3967	0	0	0	0	0	0	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8535	0	0	0.0988	0	0.2983
Rhizorhabdus wittichii	3.2862	0	0.4528	1.4534	0	3.6692	1.4206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0856	0	0	0	0	0.6899	0	4.5847	0	0	0	0	0.7565	81.9668	0	0.7902	0	0.4785	79.1516	0.1099	0
Rhizosphaericola mali	0	0	0	0	0	2.1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter capsulatus	0	0.1183	0	0.7267	0	0	0	0.1648	0	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7658	0	0	0	0	0	0.1513	2.5884	3.3275	0	0	0	0	1.9778	0
Rhodobacter sp. CZR27	0.1565	0	0	5.0868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus aetherivorans	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7976	0	0.0988	0	0.1491
Rhodococcus erythropolis	0.4695	0	8.4897	0.3633	0	0.1882	5.9011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0.5809	0	0.4283	0	0.3532	0	0	0	0	0.2301	0	0	0.208	0	0	0	0.4941	0.4395	0.1491
Rhodococcus fascians	0.7824	0.2366	0.4528	23.2537	0.1766	0.3763	0.2186	0	0	0	0.8905	0.4129	1.6317	0.1431	0	0.5984	0	0.0463	0	0	0	0	0	0	0.0802	0.3426	0	0	0	0.5273	0	0	0	0.6052	0	0.208	0	0.4985	0	0.5929	0.6593	0.1491
Rhodococcus jostii	0	0	0.1132	0	0	0	0	0	0	9.2952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0
Rhodococcus opacus	0	0	1.4716	2.9067	0	0.0941	0	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	1.2942	0	0	2.7914	0	0	0	0.7457
Rhodococcus oxybenzonivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus pyridinivorans	0.9389	0.1183	3.0563	0.7267	0	0	0.1093	0.1648	0.6397	0	0.8905	0	0	0	0	0	0	0	0	0	0.1274	0.2241	0	0.2905	0.0802	0.1713	0	0.3532	0	0	0.2669	0	0.4602	0.3026	0	0.208	0	2.4924	0	0.3953	0.1099	0.1491
Rhodococcus qingshengii	2.6603	0.3549	27.167	6.1768	1.413	0.9408	0.765	2.3075	1.2793	0.6639	1.4842	0.1376	0.4079	0.4293	0	6.5821	1.3934	0	0	0	0.5097	0	0.602	2.9047	0.8822	0.9422	101.412	0.1766	20.6313	0.791	3.736	2.0738	0.4602	3.0259	3.0198	1.0398	1.1854	2.1933	0	3.5574	24.3929	2.0879
Rhodococcus sp. B7740	0	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. PAMC28705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1994	0	0	0	0
Rhodococcus sp. PAMC28707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5984	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0.1994	0	0	0	0
Rhodoferax antarcticus	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	38.0441	0	0
Rhodoferax ferrireducens	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5072	0	0	0	0	0
Rhodoferax saidenbachensis	0.313	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5805	0	0	0	0	0
Rhodoferax sp. BAB1	0	0	0	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	8.908	0	0	0	0	0	0	0	0	0	0	0	1.7945	0	0	0	0
Rhodoferax sp. PAMC 29310	2.6603	0	0	0	0.3533	0	0	0	0	0	0	0.1376	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7031	0	0	0	0	0	0	0.3951	0	0	0	0	0
Rhodoplanes sp. Z2-YC6860	0	0	0	0	0	0	0	0	0	0	0	0.9633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Rhodopseudomonas palustris	0.313	0	0	2.9067	2.4728	0.2822	0.1093	0	0	0	0	5.7799	0	0.4293	0.2019	0.718	0	0	0	0	5.0974	0	0	0.2905	0	0.1713	0.6899	6.5335	0	0.1758	1.6011	0.6913	1.3807	6.0517	0	4.1594	0.3951	0.2991	0	16.4034	1.7581	0
Rhodospirillum rubrum	0	0	0	0	0	0	1.7485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodovulum sulfidophilum	0	0	0	0	0	0	0	0	10.8743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0397	0	0	0	0	0	0	0.2983
Rickettsia felis	0	0	0	0	0	0	0	0	12.1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Riemerella anatipestifer	1.2519	0.4732	0	1.4534	0	3.7633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6913	0	0.4539	0	0.4159	0	0	0	1.6799	0	0
Romboutsia hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9522	0	0	0	0	0	0	0	0	0	0	0
Romboutsia ilealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.8537	0	0	0	0	0	0	0	0	0	0	0
Romboutsia sp. 13154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	0
Romboutsia sp. 13368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.073	0.6913	0	0	0	0	0	0	0	0	0	0
Romboutsia sp. 13432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6713	0	0	0	0	0	0	0	0	0	0	0
Romboutsia sp. CE17	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2725	0	0	0	0	0	0	0	0	0	0	0
Roseateles amylovorans	0.4695	0	0.1132	1.09	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	3.4563	0	0	0	0.208	0.3951	0.3988	0	0	0	0
Roseateles sp. DAIF2	2.0343	0	0	0	0.3533	0	0	0	0	0	0.5937	0	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0	0	0	0	0.6979	0	0	4.3951	0
Roseburia intestinalis	0	0	0.1132	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9727	0	0	0	0	0	0	0	0	7.6915	1.1931
Roseomonas fluvialis	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas haemaphysalidis	0	0	0	0.3633	0	0	0	0	0	0	0	0	0	2.1467	0	0	0	0	0	0	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas marmotae	0	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6926	0	0	0	0	0
Roseomonas mucosa	0	6.7431	0.1132	0	0	0	0.1093	0	0.6397	0	0	0	0	5.5813	0	0	0	0	0	0	0	3.3619	0	0	0	0	0	0	0	0	0	0	0	1.2103	0	0	0	0	0	0.2964	0	0.1491
Roseomonas sp. OT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9923
Rothia aeria	0.6259	0	0	0	64.293	0	0	0	0	0	0	0	0	0	0.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879	0	0	5.0626	0	0	0	0	0	0	0	0.1099	0
Rothia amarae	0	0	0	0	0	0	0	0	0	0	8.3118	12.3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5694	0	0	0
Rothia dentocariosa	7.0419	0	0	3.6334	0.7065	0	0	0	6.3966	0	0.2968	0	0.4079	0	0	0	0	0	0	0	0.1274	0	0.9029	0	0	0	0	0.1766	0	0	0	0	1.841	0	0	0	0	0	3.3493	0	0.3296	0
Rothia kristinae	0.1565	11.1202	10.8668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0
Rothia mucilaginosa	7.8243	2.366	4.641	0	0	0	0	0.8241	0	0	0	0.1376	0	0	0	0	0.1858	0	0	0	0	0	0	0	0	0	0	2.6487	0	2.9881	0	0	0	0	0	0.208	0	0.0997	0	0.2964	0.4395	0.1491
Rouxiella chamberiensis	0	0	0	5.0868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax gelatinosus	0	0.1183	0	0	0	0	0.8742	0	0	0	0.5937	0	0	0	0	0.1197	0.1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8628	0	0.3951	7.7761	0	0	0.1099	0.1491
Rugamonas sp. DEMB1	4.8511	3.0758	0	1.4534	0.8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0.0802	0.0857	0	0	0	0	0	0	0	0	0	0	9.8779	0	0	0.0988	0	0
Ruminococcus bicirculans (ex Wegman et al. 2014)	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8714	0	0	0	0	0	0	0	0.6913	0	0	0	0	0	0	0	0	0	0
Ruminococcus champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9818	0	0	0	0	0	0	0
Ruthenibacterium lactatiformans	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	0
Saccharopolyspora gloriosae	3.9122	0	5.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salasvirus PZA	0	0	0	0	0	0	0	2.6371	0	0	0.2968	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0.1604	0.0857	0	0	0	0	0	0	6.6734	0	0	0	0	0.0997	0	0.2964	0	0
Salegentibacter mishustinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium sp. UTAS2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9023	0	0	0	0	0.2983
Salinibacterium sp. ZJ70	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3208	0	0	0	0	0	0	0	0	0	0	0	1.5805	0	0	0	15.0533	0
Salipiger profundus	0	0	0	0	0	0	0	0	6.3966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salipiger sp. CCB-MM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1759
Salmonella enterica	342.548	9907.95	89.5379	19.9836	52.6355	121.273	48.7384	80.4313	9.595	15.2706	22.8574	13.7617	10.6057	12.8799	8.074	0.9574	2.2294	0	0	42.4247	63.5904	5.8272	1.2039	4.6476	15.3187	96.2747	16.5571	10.2417	16.0466	90.0832	10.4073	97.4676	227.357	51.1368	3.4512	122.285	13.434	134.188	3.2297	9.3875	109.548	35.1967
Salmonella sp. HNK130	0	700.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1963	0	0	0	0
Sanguibacter keddieii	0	0	0	0	0.3533	0	0	2.3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0.3988	0	0	0	0
Schaalia odontolytica	0	0	2.2639	0	0	52.7805	0.1093	0	0	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	0	0	0	0	0	0
Schaalia sp. ZJ405	0	0	4.4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia turicensis	0	0	0.6792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5274	0	0	0	0	0	0
Schlegelella aquatica	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0309	0	0	0	0	0	0	0	0.2991	0	0.0988	0.2198	0
Secundilactobacillus paracollinoides	0	14.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminicoccus rosea	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	1.5742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0	0	0	0	0
Segatella bryantii	0	0	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	0.8948
Segatella copri	0.1565	0.1183	0	0	0	0	0.765	0	0	0	0	9.6332	0	0	0	0	0	0	0	0	0	0	0	0.8714	0	0	0	0	0	0	240.435	0	0	0	0	0	0	0	0	0	0	0
Serratia liquefaciens	4.0686	0.1183	0	4.7234	0	0	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2991	0	0	0	0
Serratia marcescens	21.5951	0.9464	0	4.3601	0	0.3763	5.5732	0.4945	0	0	0	0.2752	2.0396	0	0	0	0.5573	0	0	0	0.5097	0	0	0	0	0.257	1.3798	0	0	0.2637	0.2669	0	0	0.1513	1.7256	0.6239	0	0.1994	0	0.3953	0.2198	2.5354
Serratia plymuthica	48.6671	0	0	2.9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4512	0	0	0	0	0	0	0
Serratia rubidaea	1.7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia sp. CMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Serratia ureilytica	0.313	0	0	0	0.1766	0.2822	0	0.3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1604	0	0	0	0	0	0	0	0	0.3026	3.0198	0	0	0	0	0.0988	0.2198	0.1491
Severe acute respiratory syndrome-related coronavirus	7.1984	0.2366	0	0	0	0	0.3278	0	0	0	0.5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9624	0	0	0	0	76.2851	0	0	0	0	0	0	0	0	0	2.7669	0	0
Shewanella baltica	5.477	0.2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3532	0	0	0	0	0	0.3026	0	11.6462	0	0	0	0	0	0
Shewanella goraebulensis	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1067	0	0	0	0	0	0
Shewanella litorisediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella psychromarinicola	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6637	0	0	0	0	0	0
Shewanella vesiculosa	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4558	0	0	0	0	0	0
Shewanella xiamenensis	0.1565	0.9464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0
Shigella boydii	0	0.2366	0.2264	0	0.1766	0	0.8742	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0.4985	0	0	38.787	0
Shigella dysenteriae	0.1565	1.6562	0.2264	0.3633	0	0.1882	0.1093	0.8241	0.6397	0	0	0	0	0	0	0	0	0	0	0.7443	0	0.2241	0	0	0	1.2848	0	0.3532	0	0.1758	0	2.765	0.2301	0.3026	0.4314	0	0	0.6979	0	0	0.1099	0.1491
Shigella flexneri	12.8318	2.0111	0.566	0	0.3533	0.9408	0.3278	0.9889	0	0	0.5937	0.2752	0.4079	0	0	0.1197	0.0929	0	0	1.3025	0.1274	0	0	0	0.4812	0.3426	0	0	0	0.2637	0.2669	0	2.3012	1.5129	0.4314	0.208	0.3951	4.1871	0	0.1976	0.4395	0.2983
Shigella sonnei	0	0.8281	0.2264	0	0	0.0941	0	0.3296	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0.7031	0	31.7979	0.2301	0	0	0	0	0.0997	0	0	0.2198	0
